"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CHE","INFRAMAINT","RAIL","EUR","A","1997",305297086.9,
"CHE","INFRAMAINT","RAIL","EUR","A","1998",380987608.7,
"CHE","INFRAMAINT","RAIL","EUR","A","1999",444263934,
"CHE","INFRAMAINT","RAIL","EUR","A","2000",467997688.9,
"CHE","INFRAMAINT","RAIL","EUR","A","2001",563426906.8,
"CHE","INFRAMAINT","RAIL","EUR","A","2002",888767720.8,
"CHE","INFRAMAINT","RAIL","EUR","A","2003",579996054.4,
"CHE","INFRAMAINT","RAIL","EUR","A","2004",861990803.7,
"CHE","INFRAMAINT","RAIL","EUR","A","2005",683330104,
"CHE","INFRAMAINT","RAIL","EUR","A","2006",701798995.6,
"CHE","INFRAMAINT","RAIL","EUR","A","2007",847385402.1,
"CHE","INFRAMAINT","RAIL","EUR","A","2008",475080335.2,
"CHE","INFRAMAINT","RAIL","EUR","A","2009",534472481.6,
"CHE","INFRAMAINT","RAIL","EUR","A","2010",586745767.6,
"CHE","INFRAMAINT","RAIL","EUR","A","2011",666936790.9,
"CHE","INFRAMAINT","RAIL","EUR","A","2012",728449348.7,
"CHE","INFRAMAINT","RAIL","EUR","A","2013",728735071.9,
"CHE","INFRAMAINT","RAIL","EUR","A","2014",708052033.6,
"CHE","INFRAMAINT","RAIL","EUR","A","2015",816785312.9,
"CHE","INFRAMAINT","RAIL","EUR","A","2016",805356815.3,
"CHE","INFRAMAINT","ROAD","EUR","A","1994",1124198323,
"CHE","INFRAMAINT","ROAD","EUR","A","1995",1208670333,
"CHE","INFRAMAINT","ROAD","EUR","A","1996",1179696467,
"CHE","INFRAMAINT","ROAD","EUR","A","1997",1103205011,
"CHE","INFRAMAINT","ROAD","EUR","A","1998",1152210098,
"CHE","INFRAMAINT","ROAD","EUR","A","1999",1306548363,
"CHE","INFRAMAINT","ROAD","EUR","A","2000",765230789,
"CHE","INFRAMAINT","ROAD","EUR","A","2001",1410222458,
"CHE","INFRAMAINT","ROAD","EUR","A","2002",1452426390,
"CHE","INFRAMAINT","ROAD","EUR","A","2003",1492733610,
"CHE","INFRAMAINT","ROAD","EUR","A","2004",1475940677,
"CHE","INFRAMAINT","ROAD","EUR","A","2005",1520377188,
"CHE","INFRAMAINT","ROAD","EUR","A","2006",1533913928,
"CHE","INFRAMAINT","ROAD","EUR","A","2007",1409873988,
"CHE","INFRAMAINT","ROAD","EUR","A","2008",1611114612,
"CHE","INFRAMAINT","ROAD","EUR","A","2009",1817338897,
"CHE","INFRAMAINT","ROAD","EUR","A","2010",1998263638,
"CHE","INFRAMAINT","ROAD","EUR","A","2011",2235008104,
"CHE","INFRAMAINT","ROAD","EUR","A","2012",2413507011,
"CHE","INFRAMAINT","ROAD","EUR","A","2013",2402307255,
"CHE","INFRAMAINT","ROAD","EUR","A","2014",2420549975,
"TUR","INFRAMAINT","RAIL","EUR","A","1994",84033613.45,
"TUR","INFRAMAINT","RAIL","EUR","A","1995",83472454.09,
"TUR","INFRAMAINT","RAIL","EUR","A","1996",77519379.84,
"TUR","INFRAMAINT","RAIL","EUR","A","1997",93294460.64,
"TUR","INFRAMAINT","RAIL","EUR","A","1998",102389078.5,
"TUR","INFRAMAINT","RAIL","EUR","A","1999",116461366.2,
"TUR","INFRAMAINT","RAIL","EUR","A","2000",149591233.3,
"TUR","INFRAMAINT","RAIL","EUR","A","2001",108892922,
"TUR","INFRAMAINT","RAIL","EUR","A","2002",111405096.8,
"TUR","INFRAMAINT","RAIL","EUR","A","2003",123180291.2,
"TUR","INFRAMAINT","RAIL","EUR","A","2004",136847440.4,
"TUR","INFRAMAINT","RAIL","EUR","A","2005",163914883.5,
"TUR","INFRAMAINT","RAIL","EUR","A","2006",180409518.5,
"TUR","INFRAMAINT","RAIL","EUR","A","2007",191425053.2,
"TUR","INFRAMAINT","RAIL","EUR","A","2008",206585570.5,
"TUR","INFRAMAINT","RAIL","EUR","A","2009",183600795.4,
"TUR","INFRAMAINT","RAIL","EUR","A","2010",236319030.7,
"TUR","INFRAMAINT","RAIL","EUR","A","2011",208565310.5,
"TUR","INFRAMAINT","RAIL","EUR","A","2012",209116439.8,
"TUR","INFRAMAINT","RAIL","EUR","A","2013",188716491,
"TUR","INFRAMAINT","RAIL","EUR","A","2014",173030615.8,
"TUR","INFRAMAINT","RAIL","EUR","A","2015",174068436,
"TUR","INFRAMAINT","RAIL","EUR","A","2016",171717473.9,
"TUR","INFRAMAINT","RAIL","EUR","A","2017",198476245.9,
"TUR","INFRAMAINT","ROAD","EUR","A","1995",16694490.82,
"TUR","INFRAMAINT","ROAD","EUR","A","1996",38759689.92,
"TUR","INFRAMAINT","ROAD","EUR","A","1997",75801749.27,
"TUR","INFRAMAINT","ROAD","EUR","A","1998",68259385.67,
"TUR","INFRAMAINT","ROAD","EUR","A","1999",107502799.6,
"TUR","INFRAMAINT","ROAD","EUR","A","2000",113063141.4,
"TUR","INFRAMAINT","ROAD","EUR","A","2001",103448275.9,
"TUR","INFRAMAINT","ROAD","EUR","A","2002",65450494.36,
"TUR","INFRAMAINT","ROAD","EUR","A","2003",98426357.05,
"TUR","INFRAMAINT","ROAD","EUR","A","2004",70957932.08,
"TUR","INFRAMAINT","ROAD","EUR","A","2005",88812064.14,
"TUR","INFRAMAINT","ROAD","EUR","A","2006",157166574.4,
"TUR","INFRAMAINT","ROAD","EUR","A","2007",278182021.7,
"TUR","INFRAMAINT","ROAD","EUR","A","2008",308829698,
"TUR","INFRAMAINT","ROAD","EUR","A","2009",410673819.5,
"TUR","INFRAMAINT","ROAD","EUR","A","2010",359985981.1,
"TUR","INFRAMAINT","ROAD","EUR","A","2011",674518201.3,
"TUR","INFRAMAINT","ROAD","EUR","A","2012",699935191.2,
"TUR","INFRAMAINT","ROAD","EUR","A","2013",630107781.6,
"TUR","INFRAMAINT","ROAD","EUR","A","2014",557963536.3,
"TUR","INFRAMAINT","ROAD","EUR","A","2015",239261367.4,
"TUR","INFRAMAINT","ROAD","EUR","A","2016",230053549.5,
"TUR","INFRAMAINT","ROAD","EUR","A","2017",229291017.6,
"GBR","INFRAMAINT","ROAD","EUR","A","1994",4841413100,
"GBR","INFRAMAINT","ROAD","EUR","A","1995",3835946924,
"GBR","INFRAMAINT","ROAD","EUR","A","1996",3670886076,
"GBR","INFRAMAINT","ROAD","EUR","A","1997",4078833381,
"GBR","INFRAMAINT","ROAD","EUR","A","1998",4078674948,
"GBR","INFRAMAINT","ROAD","EUR","A","1999",4443264563,
"GBR","INFRAMAINT","ROAD","EUR","A","2000",5118949959,
"GBR","INFRAMAINT","ROAD","EUR","A","2001",5150345715,"B"
"GBR","INFRAMAINT","ROAD","EUR","A","2002",5163804071,
"GBR","INFRAMAINT","ROAD","EUR","A","2003",4833068362,
"GBR","INFRAMAINT","ROAD","EUR","A","2004",5450928382,"B"
"GBR","INFRAMAINT","ROAD","EUR","A","2005",5661646440,
"GBR","INFRAMAINT","ROAD","EUR","A","2006",5856556175,
"GBR","INFRAMAINT","ROAD","EUR","A","2007",5636560555,
"GBR","INFRAMAINT","ROAD","EUR","A","2008",5008114438,
"GBR","INFRAMAINT","ROAD","EUR","A","2009",4336387814,
"GBR","INFRAMAINT","ROAD","EUR","A","2010",3917271032,
"GBR","INFRAMAINT","ROAD","EUR","A","2011",3444324729,
"GBR","INFRAMAINT","ROAD","EUR","A","2012",3450578227,
"GBR","INFRAMAINT","ROAD","EUR","A","2013",3145366227,
"GBR","INFRAMAINT","ROAD","EUR","A","2014",2881247520,
"GBR","INFRAMAINT","ROAD","EUR","A","2015",3165741047,
"GBR","INFRAMAINT","ROAD","EUR","A","2016",2504104286,
"GBR","INFRAMAINT","ROAD","EUR","A","2017",2515606026,
"USA","INFRAMAINT","ROAD","EUR","A","1994",15725704670,
"USA","INFRAMAINT","ROAD","EUR","A","1995",14511197738,
"USA","INFRAMAINT","ROAD","EUR","A","1996",15397400551,
"USA","INFRAMAINT","ROAD","EUR","A","1997",17932645685,
"USA","INFRAMAINT","ROAD","EUR","A","1998",18860330210,
"USA","INFRAMAINT","ROAD","EUR","A","1999",21077052868,
"USA","INFRAMAINT","ROAD","EUR","A","2000",25946969697,
"USA","INFRAMAINT","ROAD","EUR","A","2001",26548682448,
"USA","INFRAMAINT","ROAD","EUR","A","2002",26366811303,
"USA","INFRAMAINT","ROAD","EUR","A","2003",22827836237,
"USA","INFRAMAINT","ROAD","EUR","A","2004",21047213062,
"USA","INFRAMAINT","ROAD","EUR","A","2005",23555591260,
"USA","INFRAMAINT","ROAD","EUR","A","2006",25001990921,
"USA","INFRAMAINT","ROAD","EUR","A","2007",22511308916,
"USA","INFRAMAINT","ROAD","EUR","A","2008",22645178839,
"USA","INFRAMAINT","ROAD","EUR","A","2009",23112753894,
"USA","INFRAMAINT","ROAD","EUR","A","2010",29785197468,
"USA","INFRAMAINT","ROAD","EUR","A","2011",29892218150,
"USA","INFRAMAINT","ROAD","EUR","A","2012",33972464219,
"USA","INFRAMAINT","ROAD","EUR","A","2013",34207950610,
"USA","INFRAMAINT","ROAD","EUR","A","2014",35252107164,
"USA","INFRAMAINT","ROAD","EUR","A","2015",39639509733,
"ALB","INFRAMAINT","ROAD","EUR","A","1998",2770395.33,
"ALB","INFRAMAINT","ROAD","EUR","A","1999",2783134.613,
"ALB","INFRAMAINT","ROAD","EUR","A","2000",3839342.017,
"ALB","INFRAMAINT","ROAD","EUR","A","2001",5706802.696,
"ALB","INFRAMAINT","ROAD","EUR","A","2002",6830869.782,
"ALB","INFRAMAINT","ROAD","EUR","A","2003",5768409.628,
"ALB","INFRAMAINT","ROAD","EUR","A","2004",6831676.73,
"ALB","INFRAMAINT","ROAD","EUR","A","2005",7105307.415,
"ALB","INFRAMAINT","ROAD","EUR","A","2006",5671301.751,
"ALB","INFRAMAINT","ROAD","EUR","A","2007",6046051.839,
"ALB","INFRAMAINT","ROAD","EUR","A","2008",8049432.796,
"ALB","INFRAMAINT","ROAD","EUR","A","2009",8744104.354,
"ALB","INFRAMAINT","ROAD","EUR","A","2010",6892209.189,
"ALB","INFRAMAINT","ROAD","EUR","A","2011",7684652.651,
"ALB","INFRAMAINT","ROAD","EUR","A","2012",6652771.365,
"ALB","INFRAMAINT","ROAD","EUR","A","2013",8745514.093,
"ALB","INFRAMAINT","ROAD","EUR","A","2014",15262702.84,
"ALB","INFRAMAINT","ROAD","EUR","A","2015",8374579.929,
"ALB","INFRAMAINT","ROAD","EUR","A","2016",13004838.59,
"ALB","INFRAMAINT","ROAD","EUR","A","2017",13595291.14,
"ALB","INFRAMAINT","ROAD","EUR","A","2018",13445043.48,
"AZE","INFRAMAINT","RAIL","EUR","A","1995",1731451.822,
"AZE","INFRAMAINT","RAIL","EUR","A","1996",3662332.906,
"AZE","INFRAMAINT","RAIL","EUR","A","1997",5527915.976,
"AZE","INFRAMAINT","RAIL","EUR","A","1998",2306805.075,
"AZE","INFRAMAINT","RAIL","EUR","A","1999",1138822.458,
"AZE","INFRAMAINT","RAIL","EUR","A","2000",2421014.405,
"AZE","INFRAMAINT","RAIL","EUR","A","2001",2398369.109,
"AZE","INFRAMAINT","RAIL","EUR","A","2002",11981265.66,
"AZE","INFRAMAINT","RAIL","EUR","A","2003",12606933.81,
"AZE","INFRAMAINT","RAIL","EUR","A","2004",12280989.03,
"AZE","INFRAMAINT","RAIL","EUR","A","2005",5938242.28,
"AZE","INFRAMAINT","RAIL","EUR","A","2006",8918219.923,
"AZE","INFRAMAINT","RAIL","EUR","A","2007",11906786.87,
"AZE","INFRAMAINT","RAIL","EUR","A","2008",20664572.66,
"AZE","INFRAMAINT","RAIL","EUR","A","2009",29477445.29,
"AZE","INFRAMAINT","RAIL","EUR","A","2010",22535211.27,
"AZE","INFRAMAINT","RAIL","EUR","A","2011",19113497.77,
"AZE","INFRAMAINT","RAIL","EUR","A","2012",24752475.25,
"AZE","INFRAMAINT","RAIL","EUR","A","2013",29750479.85,
"AZE","INFRAMAINT","RAIL","EUR","A","2014",34539000.29,
"AZE","INFRAMAINT","RAIL","EUR","A","2015",33483126.27,
"AZE","INFRAMAINT","RAIL","EUR","A","2016",21534625.41,
"AZE","INFRAMAINT","RAIL","EUR","A","2017",16477009.42,
"AZE","INFRAMAINT","RAIL","EUR","A","2018",22404779.69,
"AZE","INFRAMAINT","ROAD","EUR","A","1995",4328629.556,
"AZE","INFRAMAINT","ROAD","EUR","A","1996",14649331.62,
"AZE","INFRAMAINT","ROAD","EUR","A","1997",13266998.34,
"AZE","INFRAMAINT","ROAD","EUR","A","2001",15589399.21,
"AZE","INFRAMAINT","ROAD","EUR","A","2002",15248883.56,
"AZE","INFRAMAINT","ROAD","EUR","A","2003",17109410.18,
"AZE","INFRAMAINT","ROAD","EUR","A","2004",34386769.28,
"AZE","INFRAMAINT","ROAD","EUR","A","2005",33084492.7,
"AZE","INFRAMAINT","ROAD","EUR","A","2006",54401141.53,
"AZE","INFRAMAINT","ROAD","EUR","A","2007",31467936.72,
"AZE","INFRAMAINT","ROAD","EUR","A","2008",34716482.06,
"AZE","INFRAMAINT","ROAD","EUR","A","2009",25011165.7,
"AZE","INFRAMAINT","ROAD","EUR","A","2010",23474178.4,
"AZE","INFRAMAINT","ROAD","EUR","A","2011",26394830.25,
"AZE","INFRAMAINT","ROAD","EUR","A","2012",34653465.35,
"AZE","INFRAMAINT","ROAD","EUR","A","2013",31669865.64,
"AZE","INFRAMAINT","ROAD","EUR","A","2014",31660750.26,
"AZE","INFRAMAINT","ROAD","EUR","A","2015",22909507.45,
"AZE","INFRAMAINT","ROAD","EUR","A","2016",18701122.07,
"AZE","INFRAMAINT","ROAD","EUR","A","2017",27804953.4,
"AZE","INFRAMAINT","ROAD","EUR","A","2018",25392083.64,
"BGR","INFRAMAINT","RAIL","EUR","A","1994",0,
"BGR","INFRAMAINT","RAIL","EUR","A","1995",0,
"BGR","INFRAMAINT","RAIL","EUR","A","1996",0,
"BGR","INFRAMAINT","RAIL","EUR","A","1997",5798018.132,
"BGR","INFRAMAINT","RAIL","EUR","A","1998",507820.4347,
"BGR","INFRAMAINT","RAIL","EUR","A","1999",0,
"BGR","INFRAMAINT","RAIL","EUR","A","2000",13830550.15,
"BGR","INFRAMAINT","RAIL","EUR","A","2001",10779180.78,
"BGR","INFRAMAINT","RAIL","EUR","A","2002",5130309.871,
"BGR","INFRAMAINT","RAIL","EUR","A","2003",3591585.428,
"BGR","INFRAMAINT","RAIL","EUR","A","2004",5631783.74,
"BGR","INFRAMAINT","RAIL","EUR","A","2005",30677983.43,
"BGR","INFRAMAINT","RAIL","EUR","A","2006",29144084.26,
"BGR","INFRAMAINT","RAIL","EUR","A","2007",30166683.71,
"BGR","INFRAMAINT","RAIL","EUR","A","2008",57776868.8,
"BGR","INFRAMAINT","RAIL","EUR","A","2009",38347479.29,
"BGR","INFRAMAINT","RAIL","EUR","A","2010",35790980.67,
"BGR","INFRAMAINT","RAIL","EUR","A","2011",32723182.33,
"BGR","INFRAMAINT","RAIL","EUR","A","2012",37324879.84,
"BGR","INFRAMAINT","RAIL","EUR","A","2013",41926577.36,
"BGR","INFRAMAINT","RAIL","EUR","A","2014",49596073.22,
"BGR","INFRAMAINT","RAIL","EUR","A","2015",32723182.33,
"BGR","INFRAMAINT","RAIL","EUR","A","2016",32723182.33,
"BGR","INFRAMAINT","ROAD","EUR","A","2006",112997239,
"BGR","INFRAMAINT","ROAD","EUR","A","2007",221392780.4,
"BGR","INFRAMAINT","ROAD","EUR","A","2008",212700685.1,
"BGR","INFRAMAINT","ROAD","EUR","A","2009",77717558.03,
"BGR","INFRAMAINT","ROAD","EUR","A","2010",109929440.6,
"BGR","INFRAMAINT","ROAD","EUR","A","2011",79251457.2,
"BGR","INFRAMAINT","ROAD","EUR","A","2012",111463339.8,
"BGR","INFRAMAINT","ROAD","EUR","A","2013",103793844,
"BGR","INFRAMAINT","ROAD","EUR","A","2014",100214745.9,
"BGR","INFRAMAINT","ROAD","EUR","A","2015",138050925.5,
"BGR","INFRAMAINT","ROAD","EUR","A","2016",174864505.6,
"BGR","INFRAMAINT","ROAD","EUR","A","2017",164127211.4,
"BGR","INFRAMAINT","ROAD","EUR","A","2018",256672461.4,
"HRV","INFRAMAINT","RAIL","EUR","A","1995",42715662.9,
"HRV","INFRAMAINT","RAIL","EUR","A","1996",46971498.16,
"HRV","INFRAMAINT","RAIL","EUR","A","1997",45848556.49,
"HRV","INFRAMAINT","RAIL","EUR","A","1998",57541436.85,
"HRV","INFRAMAINT","RAIL","EUR","A","1999",70989364.79,
"HRV","INFRAMAINT","RAIL","EUR","A","2000",47752992.74,
"HRV","INFRAMAINT","RAIL","EUR","A","2001",83250928.72,
"HRV","INFRAMAINT","RAIL","EUR","A","2002",92677530.76,
"HRV","INFRAMAINT","RAIL","EUR","A","2003",103174498.3,
"HRV","INFRAMAINT","RAIL","EUR","A","2004",113357516.3,
"HRV","INFRAMAINT","RAIL","EUR","A","2005",106591372.7,
"HRV","INFRAMAINT","RAIL","EUR","A","2006",107714781.1,
"HRV","INFRAMAINT","RAIL","EUR","A","2007",112154372.4,
"HRV","INFRAMAINT","RAIL","EUR","A","2008",105755654.6,
"HRV","INFRAMAINT","RAIL","EUR","A","2009",76416983.37,
"HRV","INFRAMAINT","RAIL","EUR","A","2010",89865133.7,
"HRV","INFRAMAINT","RAIL","EUR","A","2011",86846633.68,
"HRV","INFRAMAINT","RAIL","EUR","A","2012",102242963.3,
"HRV","INFRAMAINT","RAIL","EUR","A","2013",102124290.8,
"HRV","INFRAMAINT","RAIL","EUR","A","2014",105702983.8,
"HRV","INFRAMAINT","RAIL","EUR","A","2015",100735487.3,
"HRV","INFRAMAINT","RAIL","EUR","A","2016",87729776.36,
"HRV","INFRAMAINT","RAIL","EUR","A","2017",90965114.41,
"HRV","INFRAMAINT","RAIL","EUR","A","2018",96655477.82,
"HRV","INFRAMAINT","ROAD","EUR","A","1995",21942977.52,
"HRV","INFRAMAINT","ROAD","EUR","A","1996",78285830.26,
"HRV","INFRAMAINT","ROAD","EUR","A","1997",62182104.74,
"HRV","INFRAMAINT","ROAD","EUR","A","1998",84487670.69,
"HRV","INFRAMAINT","ROAD","EUR","A","1999",120338848.9,
"HRV","INFRAMAINT","ROAD","EUR","A","2000",316347223.1,
"HRV","INFRAMAINT","ROAD","EUR","A","2001",131624662.6,
"HRV","INFRAMAINT","ROAD","EUR","A","2002",171055471.6,
"HRV","INFRAMAINT","ROAD","EUR","A","2003",208594792.4,
"HRV","INFRAMAINT","ROAD","EUR","A","2004",243785340.9,
"HRV","INFRAMAINT","ROAD","EUR","A","2005",242228556.8,
"HRV","INFRAMAINT","ROAD","EUR","A","2006",154541358.9,
"HRV","INFRAMAINT","ROAD","EUR","A","2007",158079066.8,
"HRV","INFRAMAINT","ROAD","EUR","A","2008",168323136.1,
"HRV","INFRAMAINT","ROAD","EUR","A","2009",143843733.4,
"HRV","INFRAMAINT","ROAD","EUR","A","2010",194959320.6,
"HRV","INFRAMAINT","ROAD","EUR","A","2011",212142396.2,
"HRV","INFRAMAINT","ROAD","EUR","A","2012",186536901.9,
"HRV","INFRAMAINT","ROAD","EUR","A","2013",208998548.6,
"HRV","INFRAMAINT","ROAD","EUR","A","2014",257380871.3,
"HRV","INFRAMAINT","ROAD","EUR","A","2015",245074862.1,
"HRV","INFRAMAINT","ROAD","EUR","A","2016",234388479.7,
"HRV","INFRAMAINT","ROAD","EUR","A","2017",172418412.7,
"HRV","INFRAMAINT","ROAD","EUR","A","2018",193310955.6,
"EST","INFRAMAINT","ROAD","EUR","A","1994",16000000,
"EST","INFRAMAINT","ROAD","EUR","A","1995",23000000,
"EST","INFRAMAINT","ROAD","EUR","A","1996",21000000,
"EST","INFRAMAINT","ROAD","EUR","A","1997",26000000,
"EST","INFRAMAINT","ROAD","EUR","A","1998",25000000,
"EST","INFRAMAINT","ROAD","EUR","A","1999",14000000,
"EST","INFRAMAINT","ROAD","EUR","A","2000",14000000,
"EST","INFRAMAINT","ROAD","EUR","A","2001",15000000,
"EST","INFRAMAINT","ROAD","EUR","A","2002",16000000,
"EST","INFRAMAINT","ROAD","EUR","A","2003",21000000,
"EST","INFRAMAINT","ROAD","EUR","A","2004",23000000,
"EST","INFRAMAINT","ROAD","EUR","A","2005",25000000,
"EST","INFRAMAINT","ROAD","EUR","A","2006",28000000,
"EST","INFRAMAINT","ROAD","EUR","A","2007",32000000,
"EST","INFRAMAINT","ROAD","EUR","A","2008",38000000,
"EST","INFRAMAINT","ROAD","EUR","A","2009",39000000,
"EST","INFRAMAINT","ROAD","EUR","A","2010",38000000,
"EST","INFRAMAINT","ROAD","EUR","A","2011",39000000,
"EST","INFRAMAINT","ROAD","EUR","A","2012",44300000,
"EST","INFRAMAINT","ROAD","EUR","A","2013",47200000,
"EST","INFRAMAINT","ROAD","EUR","A","2014",46300000,"B"
"EST","INFRAMAINT","ROAD","EUR","A","2015",47500000,
"EST","INFRAMAINT","ROAD","EUR","A","2016",43600000,
"EST","INFRAMAINT","ROAD","EUR","A","2017",42000000,
"GEO","INFRAMAINT","RAIL","EUR","A","2002",101366027.9,
"GEO","INFRAMAINT","RAIL","EUR","A","2003",103496618.8,
"GEO","INFRAMAINT","RAIL","EUR","A","2004",90710566.1,
"GEO","INFRAMAINT","RAIL","EUR","A","2005",100947489.6,
"GEO","INFRAMAINT","RAIL","EUR","A","2006",94428283.73,
"GEO","INFRAMAINT","RAIL","EUR","A","2007",133310022.3,
"GEO","INFRAMAINT","RAIL","EUR","A","2008",132858512.5,
"GEO","INFRAMAINT","RAIL","EUR","A","2010",20540013.94,
"GEO","INFRAMAINT","RAIL","EUR","A","2011",18368390.17,
"GEO","INFRAMAINT","RAIL","EUR","A","2012",20199347.57,
"GEO","INFRAMAINT","RAIL","EUR","A","2013",22510146.12,
"GEO","INFRAMAINT","RAIL","EUR","A","2014",22879911.62,
"GEO","INFRAMAINT","RAIL","EUR","A","2015",21784760.87,
"GEO","INFRAMAINT","RAIL","EUR","A","2016",20357733.39,
"GEO","INFRAMAINT","RAIL","EUR","A","2017",18756492.93,
"GEO","INFRAMAINT","RAIL","EUR","A","2018",19500036.69,
"GEO","INFRAMAINT","ROAD","EUR","A","2000",8214227.041,
"GEO","INFRAMAINT","ROAD","EUR","A","2001",9158989.279,
"GEO","INFRAMAINT","ROAD","EUR","A","2002",7723125.935,
"GEO","INFRAMAINT","ROAD","EUR","A","2003",6597394.029,
"GEO","INFRAMAINT","ROAD","EUR","A","2004",6299344.868,
"GEO","INFRAMAINT","ROAD","EUR","A","2005",6198530.063,
"GEO","INFRAMAINT","ROAD","EUR","A","2006",9845603.043,
"GEO","INFRAMAINT","ROAD","EUR","A","2007",11364133.05,
"GEO","INFRAMAINT","ROAD","EUR","A","2008",11870520.02,
"GEO","INFRAMAINT","ROAD","EUR","A","2009",11095530.73,
"GEO","INFRAMAINT","ROAD","EUR","A","2010",9334264.432,
"GEO","INFRAMAINT","ROAD","EUR","A","2011",13385625.37,
"GEO","INFRAMAINT","ROAD","EUR","A","2012",15073719.91,
"GEO","INFRAMAINT","ROAD","EUR","A","2013",14075582.71,
"GEO","INFRAMAINT","ROAD","EUR","A","2014",15635580.57,
"GEO","INFRAMAINT","ROAD","EUR","A","2015",15458628.09,
"GEO","INFRAMAINT","ROAD","EUR","A","2016",17867380.09,
"GEO","INFRAMAINT","ROAD","EUR","A","2017",30358655.75,
"GEO","INFRAMAINT","ROAD","EUR","A","2018",30252381.75,
"IND","INFRAMAINT","RAIL","EUR","A","2000",8436042347,
"IND","INFRAMAINT","RAIL","EUR","A","2001",8588512806,
"IND","INFRAMAINT","RAIL","EUR","A","2002",8493528321,
"IND","INFRAMAINT","RAIL","EUR","A","2003",7682800248,
"IND","INFRAMAINT","RAIL","EUR","A","2004",7774487193,
"IND","INFRAMAINT","RAIL","EUR","A","2005",8814254711,
"IND","INFRAMAINT","RAIL","EUR","A","2006",8850710468,
"IND","INFRAMAINT","RAIL","EUR","A","2007",9706454764,
"IND","INFRAMAINT","RAIL","EUR","A","2008",11395909943,
"IND","INFRAMAINT","RAIL","EUR","A","2009",12444232692,
"IND","INFRAMAINT","RAIL","EUR","A","2010",14916471958,
"IND","INFRAMAINT","RAIL","EUR","A","2011",15326650848,
"IND","INFRAMAINT","RAIL","EUR","A","2012",16388652151,
"IND","INFRAMAINT","RAIL","EUR","A","2013",16900302526,
"IND","INFRAMAINT","RAIL","EUR","A","2014",17805623292,
"IND","INFRAMAINT","RAIL","EUR","A","2015",20958444594,
"IND","INFRAMAINT","RAIL","EUR","A","2016",21595199146,
"IND","INFRAMAINT","ROAD","EUR","A","2004",2379359311,
"IND","INFRAMAINT","ROAD","EUR","A","2005",3773575886,
"IND","INFRAMAINT","ROAD","EUR","A","2006",5155803010,
"IND","INFRAMAINT","ROAD","EUR","A","2007",5381615838,
"IND","INFRAMAINT","ROAD","EUR","A","2008",5296159315,
"IND","INFRAMAINT","ROAD","EUR","A","2009",6254548450,
"IND","INFRAMAINT","ROAD","EUR","A","2010",9380190058,
"IND","INFRAMAINT","ROAD","EUR","A","2011",9299044764,
"IND","INFRAMAINT","ROAD","EUR","A","2012",7763576019,
"IND","INFRAMAINT","ROAD","EUR","A","2013",7040892842,
"IND","INFRAMAINT","ROAD","EUR","A","2014",7232097268,
"IND","INFRAMAINT","ROAD","EUR","A","2015",7488777127,
"LVA","INFRAMAINT","RAIL","EUR","A","1995",23000000,
"LVA","INFRAMAINT","RAIL","EUR","A","1996",20000000,
"LVA","INFRAMAINT","RAIL","EUR","A","1997",22000000,
"LVA","INFRAMAINT","RAIL","EUR","A","1998",21000000,
"LVA","INFRAMAINT","RAIL","EUR","A","1999",20000000,
"LVA","INFRAMAINT","RAIL","EUR","A","2000",31000000,
"LVA","INFRAMAINT","RAIL","EUR","A","2001",31000000,
"LVA","INFRAMAINT","RAIL","EUR","A","2002",35000000,
"LVA","INFRAMAINT","RAIL","EUR","A","2003",33000000,
"LVA","INFRAMAINT","RAIL","EUR","A","2004",48000000,
"LVA","INFRAMAINT","RAIL","EUR","A","2005",52000000,
"LVA","INFRAMAINT","RAIL","EUR","A","2006",61000000,
"LVA","INFRAMAINT","RAIL","EUR","A","2007",85000000,
"LVA","INFRAMAINT","RAIL","EUR","A","2008",129000000,
"LVA","INFRAMAINT","RAIL","EUR","A","2009",133000000,
"LVA","INFRAMAINT","RAIL","EUR","A","2010",98000000,
"LVA","INFRAMAINT","RAIL","EUR","A","2011",109000000,
"LVA","INFRAMAINT","RAIL","EUR","A","2012",112000000,
"LVA","INFRAMAINT","RAIL","EUR","A","2013",110000000,
"LVA","INFRAMAINT","RAIL","EUR","A","2014",119000000,
"LVA","INFRAMAINT","RAIL","EUR","A","2015",117000000,
"LVA","INFRAMAINT","RAIL","EUR","A","2016",108000000,
"LVA","INFRAMAINT","RAIL","EUR","A","2017",105000000,
"LVA","INFRAMAINT","RAIL","EUR","A","2018",112000000,
"LVA","INFRAMAINT","ROAD","EUR","A","1994",6744374.014,
"LVA","INFRAMAINT","ROAD","EUR","A","1995",9000000,
"LVA","INFRAMAINT","ROAD","EUR","A","1996",22000000,
"LVA","INFRAMAINT","ROAD","EUR","A","1997",29000000,
"LVA","INFRAMAINT","ROAD","EUR","A","1998",45000000,
"LVA","INFRAMAINT","ROAD","EUR","A","1999",56000000,
"LVA","INFRAMAINT","ROAD","EUR","A","2000",29000000,
"LVA","INFRAMAINT","ROAD","EUR","A","2001",25000000,
"LVA","INFRAMAINT","ROAD","EUR","A","2002",25000000,
"LVA","INFRAMAINT","ROAD","EUR","A","2003",50000000,"B"
"LVA","INFRAMAINT","ROAD","EUR","A","2004",61000000,
